Uniprot.ID,Symbol,Hu.Symbol,NVmean,NDmean,TVmean,TDmean,TVNVdir,NVND.adj,NVTV.adj,NVTD.adj,Tdrescue,J.Symbol,J.Uniprot,Fvalue,ANOVA,AS.pval.adj,AD.pval.adj,AS.sig,AD.sig,CT.log,AS.log,AD.log,AS.dir,AD.dir,AS.match,AD.match,AS.sigmat,AD.sigmat
Q9CPU0,Glo1,GLO1,1.1835,1.18025,0.99,1.015,down,0.919086253,0.007951605,0.00544175,nr,GLO1,Q04760,2.069936242,0.138308955,0.828791028,0.410632407,ns,ns,0,-0.037461443,0.065033392,down,up,match,unm,no,no
Q9CPW4,Arpc5,ARPC5,1.15625,1.0745,0.9245,0.993,down,0.223801926,0.01051296,0.035862392,nr,ARPC5,O15511,0.300378231,0.74204448,0.767913907,0.994007274,ns,ns,0,-0.048796288,0.021467843,down,up,match,unm,no,no
Q9CQB4,Uqcrb,UQCRB,1.10675,1.0475,0.81125,0.916,down,0.523937835,0.02211866,0.042351167,nr,UQCRB,P14927,1.412256278,0.254417541,0.989278168,0.398092482,ns,ns,0,0.006798525,-0.065527508,up,down,unm,match,no,no
Q9CQH3,Ndufb5,NDUFB5,1.187,1.16225,0.9625,1.0635,down,0.857541517,0.039736354,0.161721165,resc,NDUFB5,O43674,3.277951909,0.047095298,0.116081499,0.049682942,ns,sig,0,-0.171558631,-0.199771378,down,down,match,match,no,yes
Q9CQH7,Btf3l4,BTF3L4,1.05675,0.9585,0.83375,0.88125,down,0.483194098,0.027415745,0.059865924,resc,BTF3L4,Q96K17,0.02459894,0.975714557,0.974288947,0.986305301,ns,ns,0,-0.005967609,0.01247347,down,up,match,unm,no,no
Q9CQI3,Gmfb,GMFB,1.212,1.161,1.068,1.07775,down,0.359826406,0.030424369,0.056378135,resc,GMFB,P60983,1.907238634,0.160565344,0.160657018,0.837555915,ns,ns,0,-0.106209057,-0.028376625,down,down,match,match,no,no
Q9CR95,Necap1,NECAP1,1.1135,1.16675,0.96425,1.01425,down,0.247341126,0.018763768,0.059598402,resc,NECAP1,Q8NC96,1.888568695,0.163348869,0.942957309,0.347944157,ns,ns,0,0.033106153,-0.118798743,up,down,unm,match,no,no
Q9CRB9,Chchd3,CHCHD3,0.8885,0.89975,0.8355,0.8895,up,0.873604292,0.033409157,0.9811655,resc,CHCHD3,Q9NX63,2.082718065,0.136702969,0.397360782,0.840943234,ns,ns,0,-0.111189944,0.035682108,down,up,unm,match,no,no
Q9CWS0,Ddah1,DDAH1,0.76725,0.867,0.9645,0.97025,up,0.12444973,0.044042841,0.087585332,resc,DDAH1,O94760,0.691187704,0.506337338,0.997734405,0.57571505,ns,ns,0,0.002165731,0.033284757,up,up,match,match,no,no
Q9CZ44-3,Nsfl1c,NSFL1C,1.12525,0.993,0.9245,0.96225,down,0.149044829,0.031004854,0.072738112,resc,NSFL1C,Q9UNZ2,1.630638604,0.207414395,0.556647241,0.798471351,ns,ns,0,-0.055823609,0.041018819,down,up,match,unm,no,no
Q9D0K2,Oxct1,OXCT1,0.73875,0.96575,1.161,1.03675,up,0.145188923,0.042987033,0.025850543,nr,OXCT1,P55809,3.483460875,0.039410685,0.144946914,0.035151372,ns,sig,0,-0.120174874,-0.15355597,down,down,unm,unm,no,no
Q9D1E6,Tbcb,TBCB,0.8395,0.89525,1.01475,1.03,up,0.439674855,0.034813279,0.073701,resc,TBCB,Q99426,2.858672777,0.068043141,0.11477637,0.086430829,ns,ns,0,0.175098422,0.164464731,up,up,match,match,no,no
Q9D1L9,Lamtor5,LAMTOR5,1.28375,1.069,1.018,1.0445,down,0.073246862,0.019716917,0.030668718,nr,LAMTOR5,O43504,0.374390452,0.689927968,0.987030902,0.818529095,ns,ns,0,0.014223996,-0.070819674,up,down,unm,match,no,no
Q9D394,Rufy3,RUFY3,1.0225,1.0685,1.115,1.107,up,0.59387294,0.048650083,0.223424399,resc,RUFY3,Q7L099,1.426447874,0.251048282,0.59635368,0.823209029,ns,ns,0,0.061353845,-0.034105888,up,down,match,unm,no,no
Q9D3D9,Atp5f1d,ATP5D,1.2705,1.1495,0.966,1.0225,down,0.18347336,0.004632504,0.013299029,nr,ATP5D,P30049,0.188791723,0.82862608,0.86286614,0.999838309,ns,ns,0,0.029332707,-0.021081648,up,down,unm,match,no,no
